0	38307	1	12.796875
0	94371	2	11.3515625
0	92087	3	11.2265625
0	107776	4	10.765625
0	30253	5	10.65625
0	26342	6	10.625
0	39184	7	10.5703125
0	100414	8	10.546875
0	100951	9	10.5
0	107847	10	10.484375
0	8893	11	10.46875
0	24917	12	10.3984375
0	46407	13	10.390625
0	46284	14	10.1484375
0	9493	15	10.0234375
0	38666	16	9.9296875
0	23920	17	9.9140625
0	100947	18	9.8984375
0	55548	19	9.8984375
0	77142	20	9.859375
0	54678	21	9.8359375
0	73880	22	9.828125
0	34535	23	9.7265625
0	38079	24	9.71875
0	100354	25	9.6875
0	38056	26	9.6875
0	1245	27	9.6015625
0	5062	28	9.4921875
0	64035	29	9.453125
0	44601	30	9.4453125
0	45296	31	9.40625
0	103382	32	9.34375
0	99716	33	9.2890625
0	99991	34	9.28125
0	44093	35	9.1875
0	64350	36	9.171875
0	41780	37	9.125
0	97789	38	9.109375
0	82545	39	9.0859375
0	14612	40	9.078125
0	48407	41	9.015625
0	48402	42	9.0078125
0	18262	43	8.9921875
0	53080	44	8.9921875
0	14213	45	8.984375
0	102858	46	8.9375
0	46317	47	8.9140625
0	96115	48	8.9140625
0	1904	49	8.90625
0	43137	50	8.8984375
0	100756	51	8.890625
0	90228	52	8.8203125
0	94341	53	8.796875
0	19924	54	8.78125
0	51309	55	8.7734375
0	96887	56	8.7578125
0	92492	57	8.7578125
0	64861	58	8.7265625
0	34048	59	8.7109375
0	7770	60	8.7109375
0	59501	61	8.6953125
0	104270	62	8.6953125
0	52760	63	8.6875
0	42488	64	8.6796875
0	22207	65	8.671875
0	98000	66	8.6484375
0	518	67	8.640625
0	1894	68	8.640625
0	23929	69	8.640625
0	4789	70	8.609375
0	75738	71	8.609375
0	50195	72	8.59375
0	85083	73	8.59375
0	56639	74	8.578125
0	98899	75	8.5546875
0	92431	76	8.53125
0	93915	77	8.53125
0	72403	78	8.53125
0	51311	79	8.515625
0	46869	80	8.515625
0	86928	81	8.5
0	21871	82	8.4921875
0	41875	83	8.4609375
0	62639	84	8.453125
0	16821	85	8.453125
0	67425	86	8.4375
0	97833	87	8.421875
0	47780	88	8.4140625
0	10413	89	8.3828125
0	73119	90	8.375
0	58948	91	8.375
0	46884	92	8.359375
0	86237	93	8.359375
0	69655	94	8.359375
0	9951	95	8.3515625
0	9494	96	8.34375
0	70871	97	8.34375
0	61226	98	8.34375
0	3726	99	8.328125
0	50926	100	8.3203125
0	29128	101	8.2734375
0	10670	102	8.2734375
0	35751	103	8.265625
0	48322	104	8.265625
0	101837	105	8.2578125
1	55314	1	13.3359375
1	82940	2	12.7734375
1	36560	3	12.6796875
1	73139	4	12.421875
1	60137	5	12.265625
1	44256	6	12.1015625
1	77400	7	12.0859375
1	39507	8	11.78125
1	62296	9	11.7109375
1	59862	10	11.6875
1	39506	11	11.6640625
1	5071	12	11.4453125
1	81643	13	11.421875
1	82942	14	11.171875
1	26396	15	10.890625
1	18418	16	10.6953125
1	48451	17	10.59375
1	28301	18	10.5859375
1	28298	19	10.53125
1	55315	20	10.46875
1	21246	21	10.453125
1	103631	22	10.453125
1	26394	23	10.4453125
1	40936	24	10.4453125
1	106220	25	10.4140625
1	106045	26	10.375
1	93181	27	10.3515625
1	26317	28	10.3125
1	142599	29	10.203125
1	57451	30	10.0
1	36700	31	10.0
1	74256	32	10.0
1	4396	33	10.0
1	5070	34	9.984375
1	17513	35	9.9375
1	24633	36	9.8984375
1	106912	37	9.8671875
1	3315	38	9.703125
1	43126	39	9.5546875
1	158944	40	9.5234375
1	38477	41	9.5
1	62116	42	9.5
1	21467	43	9.421875
1	107813	44	9.4140625
1	14476	45	9.40625
1	103499	46	9.3671875
1	54002	47	9.328125
1	103853	48	9.296875
1	43622	49	9.296875
1	737	50	9.265625
1	63567	51	9.1953125
1	47837	52	9.1640625
1	33147	53	9.15625
1	91522	54	9.140625
1	71302	55	9.125
1	96762	56	9.1171875
1	64587	57	9.0859375
1	83346	58	9.078125
1	7670	59	9.03125
1	19720	60	9.0234375
1	52098	61	9.0078125
1	1681	62	8.9609375
1	7466	63	8.953125
1	237594	64	8.9453125
1	11391	65	8.9375
1	29372	66	8.9375
1	137999	67	8.9140625
1	68581	68	8.90625
1	23946	69	8.859375
1	102357	70	8.8359375
1	76744	71	8.828125
1	42958	72	8.8203125
1	88879	73	8.8125
1	28412	74	8.8046875
1	1212	75	8.796875
1	73866	76	8.7890625
1	20725	77	8.765625
1	100336	78	8.75
1	57444	79	8.75
1	29660	80	8.75
1	29485	81	8.734375
1	34825	82	8.6953125
1	78164	83	8.671875
1	88079	84	8.6015625
1	100716	85	8.5390625
1	108027	86	8.53125
1	52979	87	8.5078125
1	67295	88	8.4296875
1	26033	89	8.421875
1	29690	90	8.4140625
1	153088	91	8.40625
1	4697	92	8.375
1	4926	93	8.3671875
1	25000	94	8.3671875
1	37326	95	8.3671875
1	87817	96	8.359375
1	66744	97	8.34375
1	64074	98	8.3125
1	40680	99	8.3125
1	45651	100	8.3125
1	19996	101	8.3125
1	7357	102	8.3125
1	62285	103	8.2890625
1	107396	104	8.28125
1	14958	105	8.25
2	11571	1	12.6015625
2	33377	2	11.515625
2	11570	3	11.453125
2	10878	4	11.3125
2	37282	5	10.9296875
2	89960	6	10.875
2	34359	7	10.8203125
2	19368	8	10.609375
2	63833	9	10.5859375
2	27759	10	10.34375
2	55660	11	10.265625
2	1746	12	10.21875
2	71793	13	9.9765625
2	77866	14	9.9609375
2	36735	15	9.9296875
2	7513	16	9.921875
2	98741	17	9.8046875
2	39291	18	9.8046875
2	64647	19	9.7421875
2	15113	20	9.7109375
2	1441	21	9.6015625
2	4912	22	9.59375
2	91148	23	9.5859375
2	89021	24	9.5703125
2	16056	25	9.4609375
2	62376	26	9.4453125
2	37914	27	9.4375
2	92087	28	9.4296875
2	84564	29	9.40625
2	32486	30	9.328125
2	11572	31	9.3203125
2	23666	32	9.3125
2	107452	33	9.3046875
2	59108	34	9.3046875
2	5840	35	9.2109375
2	93275	36	9.1953125
2	62724	37	9.1640625
2	17033	38	9.1640625
2	10816	39	9.15625
2	107345	40	9.1484375
2	128192	41	9.1015625
2	1216	42	9.0234375
2	76765	43	8.96875
2	26434	44	8.953125
2	30630	45	8.9453125
2	77739	46	8.9375
2	86026	47	8.7734375
2	12631	48	8.7734375
2	41414	49	8.7578125
2	49637	50	8.75
2	4991	51	8.7109375
2	41019	52	8.7109375
2	76970	53	8.7109375
2	43428	54	8.6796875
2	34867	55	8.6640625
2	76370	56	8.65625
