0	41780	1	22.5625
0	107776	2	21.953125
0	14612	3	21.03125
0	44093	4	20.859375
0	8893	5	20.84375
0	38079	6	20.703125
0	77013	7	20.515625
0	54678	8	20.453125
0	92482	9	20.375
0	94371	10	20.296875
0	101837	11	20.046875
0	91573	12	19.875
0	29128	13	19.828125
0	78913	14	19.8125
0	25776	15	19.765625
0	9493	16	19.765625
0	26348	17	19.734375
0	100414	18	19.4375
0	30253	19	19.34375
0	100951	20	19.328125
0	84857	21	19.265625
0	22496	22	19.203125
0	41782	23	19.171875
0	80869	24	19.140625
0	54674	25	19.09375
0	45424	26	19.046875
0	62639	27	18.96875
0	63560	28	18.90625
0	80570	29	18.890625
0	99641	30	18.828125
0	104299	31	18.8125
0	65367	32	18.796875
0	6420	33	18.78125
0	66232	34	18.6875
0	49728	35	18.6875
0	77142	36	18.640625
0	6755	37	18.609375
0	89133	38	18.578125
0	1245	39	18.578125
0	31124	40	18.4375
0	54696	41	18.4375
0	102390	42	18.4375
0	73880	43	18.4375
0	86928	44	18.421875
0	92087	45	18.375
0	89608	46	18.359375
0	78242	47	18.328125
0	26475	48	18.296875
0	22495	49	18.296875
0	71052	50	18.25
0	34048	51	18.234375
0	39184	52	18.203125
0	18619	53	18.15625
0	30021	54	18.15625
0	102858	55	18.125
0	76208	56	18.125
0	23920	57	18.03125
0	69510	58	18.015625
0	3449	59	18.015625
0	48321	60	17.953125
0	100354	61	17.9375
0	100756	62	17.921875
0	35751	63	17.90625
0	82545	64	17.875
0	73090	65	17.875
0	9494	66	17.8125
0	85551	67	17.796875
0	56675	68	17.765625
0	42506	69	17.71875
0	89120	70	17.703125
0	38666	71	17.671875
0	129408	72	17.625
0	85544	73	17.609375
0	4264	74	17.59375
0	9031	75	17.59375
0	2418	76	17.59375
0	84168	77	17.578125
0	46371	78	17.578125
0	64350	79	17.5625
0	9032	80	17.546875
0	76477	81	17.546875
0	44674	82	17.53125
0	58236	83	17.515625
0	64220	84	17.5
0	45405	85	17.5
0	2505	86	17.5
0	52122	87	17.484375
0	45296	88	17.484375
0	47780	89	17.484375
0	98310	90	17.453125
0	25273	91	17.421875
0	39414	92	17.375
0	55695	93	17.359375
0	11373	94	17.359375
0	86237	95	17.359375
0	41090	96	17.328125
0	94914	97	17.3125
0	75167	98	17.3125
0	84874	99	17.296875
0	94695	100	17.28125
1	39506	1	24.5625
1	39507	2	23.59375
1	26396	3	22.734375
1	5071	4	22.515625
1	60137	5	22.46875
1	28298	6	21.96875
1	36560	7	21.703125
1	28301	8	21.40625
1	59862	9	21.328125
1	55315	10	21.3125
1	73139	11	21.21875
1	82940	12	21.203125
1	26317	13	20.890625
1	54002	14	20.875
1	81643	15	20.8125
1	62296	16	20.78125
1	21246	17	20.78125
1	55314	18	20.5625
1	29485	19	20.40625
1	62285	20	20.25
1	5070	21	20.15625
1	48451	22	20.046875
1	192399	23	19.875
1	237594	24	19.765625
1	52098	25	19.71875
1	38477	26	19.71875
1	737	27	19.6875
1	237605	28	19.65625
1	34825	29	19.609375
1	28412	30	19.546875
1	40680	31	19.53125
1	73194	32	19.53125
1	82942	33	19.40625
1	36700	34	19.40625
1	67295	35	19.390625
1	26394	36	19.375
1	57451	37	19.359375
1	107813	38	19.28125
1	83304	39	19.203125
1	75444	40	19.15625
1	98690	41	19.078125
1	84523	42	19.078125
1	106045	43	19.0625
1	64074	44	19.03125
1	71302	45	19.03125
1	271734	46	19.0
1	78170	47	18.984375
1	26033	48	18.96875
1	65488	49	18.96875
1	106912	50	18.921875
1	103629	51	18.921875
1	21467	52	18.890625
1	107858	53	18.875
1	56303	54	18.875
1	77819	55	18.78125
1	77400	56	18.765625
1	25232	57	18.75
1	88881	58	18.703125
1	165684	59	18.6875
1	59941	60	18.671875
1	16083	61	18.65625
1	83346	62	18.65625
1	103499	63	18.640625
1	17513	64	18.625
1	63567	65	18.59375
1	158944	66	18.546875
1	96762	67	18.5
1	24633	68	18.4375
1	43622	69	18.421875
1	43126	70	18.40625
1	55691	71	18.390625
1	107814	72	18.34375
1	36701	73	18.34375
1	44256	74	18.3125
1	105243	75	18.203125
1	142599	76	18.203125
1	45651	77	18.125
1	93181	78	18.109375
1	137999	79	18.09375
1	158950	80	18.09375
1	42437	81	18.0625
1	130875	82	18.046875
1	34571	83	18.015625
1	165963	84	18.015625
1	4697	85	18.015625
1	60925	86	18.0
1	4397	87	17.953125
1	107817	88	17.9375
1	192524	89	17.9375
1	4926	90	17.875
